"rs_frs";"type_transaction";"num_dossier";"code_douane";"code_frs";"num_repertoire";"date_depot";"nbre_total_art";"type_transaction";"val_nette";"emballage";"mise_a_fob";"fret";"autre_frais";"nom_signat_declarant";"date_signat_declarant";"code_pays_provenance";"lib_pays_provenance";"code_pays_achat";"lib_pays_achat";"code_pays_premier_destination";"lib_pays__premier_destination";"code_pays_destination_defi";"lib_pays__destination_defi";"code_devise_ptfn";"code_incoterme";"desig_incoterme";"ptfn";"fob_mont_devise";"code_nat_autoris";"lib_nat_autoris"
"ZED SRL";1;498;"00004K";"1";1;"2024-05-31 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-31 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;499;"00004K";"1";1;"2024-05-31 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-31 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;500;"00004K";"1";1;"2024-05-31 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-31 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;501;"00004K";"1";1;"2024-05-31 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-31 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;502;"00004K";"1";1;"2024-05-31 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-31 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;503;"00004K";"1";1;"2024-05-31 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-31 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;504;"00004K";"1";1;"2024-05-31 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-31 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ALJAWDA AFRICAN JOINT CO ";2;495;"1283193D";"13";50940;"2024-02-28 00:00:00";2;2;14500;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-31 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";11448.5;15500;"22";"Facture Definitive a l'Export : (FDE)"
"ZED SRL";1;497;"00004K";"1";1;"2024-05-31 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-31 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ALJAWDA AFRICAN JOINT CO ";2;496;"1283193D";"13";50959;"2024-03-11 00:00:00";2;2;12950;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-31 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";29290;13500;"22";"Facture Definitive a l'Export : (FDE)"
"ALJAWDA AFRICAN JOINT CO ";2;494;"1283193D";"13";50960;"2024-02-28 00:00:00";2;2;14500;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-31 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"LY";"LIBYE";"LY";"LIBYE";"EUR";"EXW";"DEPART USINE";5661.88;15500;"22";"Facture Definitive a l'Export : (FDE)"
"ZED SRL";1;483;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;484;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;485;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;487;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;486;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;488;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;489;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;490;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;491;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;492;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;475;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;476;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;477;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;478;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;479;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;480;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;481;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;482;"00004K";"1";1;"2024-05-30 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-30 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ALUMINCO ";1;474;"1283193D";"29";100;"2024-05-29 00:00:00";1;1;2173.2;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-29 00:00:00";"GR";"GRECE";"GR";"GRECE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";2173.2;2281;"";""
"HEXAGON INTERNATIONAL";2;473;"1283193D";"9";100;"2024-05-29 00:00:00";1;2;78294.23;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-29 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"EUR";"CFR";"C F";78294.23;74379.518;"";""
"HEXAGON INTERNATIONAL";2;472;"1283193D";"9";100;"2024-05-29 00:00:00";1;2;132667.14;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-29 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"EUR";"CFR";"C F";132667.14;126033.783;"";""
"ZED SRL";1;470;"00004K";"1";1;"2024-05-27 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-27 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"HEXAGON INTERNATIONAL";2;471;"1283193D";"9";100;"2024-05-27 00:00:00";1;2;132667.14;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-27 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CG";"CONGO";"CG";"CONGO";"EUR";"CFR";"C F";132667.14;131000;"";""
"ZED SRL";1;462;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;461;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;460;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;459;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;458;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;457;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;456;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;468;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;465;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"HEXAGON INTERNATIONAL";2;469;"1283193D";"9";100;"2024-05-25 00:00:00";1;2;78294.23;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-25 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CD";"CONGO";"CD";"CONGO";"EUR";"CFR";"C F";78294.23;77000;"";""
"ZED SRL";1;464;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;467;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;466;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;463;"00004K";"1";1;"2024-05-25 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-25 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;448;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;440;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;455;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;454;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;453;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"PERVEDANT";1;431;"1283193D";"56";1989;"2024-05-24 00:00:00";2;1;12434.26;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-24 00:00:00";"PT";"PORTUGAL";"PT";"PORTUGAL";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";12434.26;13000;"39";"Admission Temporaire : (AT)"
"ZED SRL";1;449;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;450;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;451;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;452;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;438;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;437;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;436;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;435;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;434;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;433;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;432;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;441;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;442;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;443;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;444;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;445;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;446;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;447;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;439;"00004K";"1";1;"2024-05-24 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-24 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"ZED SRL";1;430;"00004K";"1";1;"2024-05-23 00:00:00";1;1;100;0;0;0;0;"DOSSIER BIDON VE";"2024-05-23 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"FOB";"F.O.B";100;100;"";""
"MAS INTERNATIONAL ";2;428;"1283193D";"30";50955;"2023-12-12 00:00:00";4;2;164811.8;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-23 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F.O.B";135102.72;164811.8;"22";"Facture Definitive a l'Export : (FDE)"
"FGET INTERNATIONAL";1;429;"1283193D";"57";100;"2024-05-23 00:00:00";1;1;314.33;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-23 00:00:00";"FR";"FRANCE";"FR";"FRANCE";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";314.33;320;"";""
"POLYCOFFRE";2;423;"1222506N";"4";100;"2024-05-22 00:00:00";1;2;76380;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";76380;75000;"";""
"PERVEDANT";1;426;"1283193D";"56";100;"2024-05-22 00:00:00";1;1;12434.26;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-22 00:00:00";"PT";"PORTUGAL";"PT";"PORTUGAL";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";12434.26;13500;"";""
"PERVEDANT";1;427;"1283193D";"56";100;"2024-05-22 00:00:00";1;1;12434.26;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-22 00:00:00";"PT";"PORTUGAL";"PT";"PORTUGAL";"TN";"TUNISIE";"TN";"TUNISIE";"EUR";"EXW";"DEPART USINE";12434.26;13500;"";""
"MAS INTERNATIONAL ";2;424;"1283193D";"30";50954;"2023-12-12 00:00:00";4;2;164811.8;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F.O.B";135102.72;164811.8;"22";"Facture Definitive a l'Export : (FDE)"
"POLYCOFFRE";2;425;"1222506N";"4";50955;"2024-02-19 00:00:00";2;2;69753.6;0;0;0;0;"BAYRAM KAMOUN";"2024-05-22 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"MA";"MAROC";"MA";"MAROC";"EUR";"CFR";"C.F.";76380;68000;"22";"Facture Definitive a l'Export : (FDE)"
"COTE D'IVOIRE NEGOCE IMPORT-EXPORT";2;418;"1283193D";"34";50951;"2023-12-21 00:00:00";1;2;131309.72;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";25838.81;128000;"22";"Facture Definitive a l'Export : (FDE)"
"COTE D'IVOIRE NEGOCE IMPORT-EXPORT";2;416;"1283193D";"3";100;"2024-05-20 00:00:00";1;2;64597.02;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F";64597.02;63000;"";""
"MAS INTERNATIONAL ";2;422;"1283193D";"30";50953;"2023-12-12 00:00:00";1;2;164811.8;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F.O.B";235338.36;164811.8;"22";"Facture Definitive a l'Export : (FDE)"
"MAS INTERNATIONAL ";2;421;"1283193D";"30";100;"2024-05-20 00:00:00";1;2;135102.72;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F O B";135102.72;135102.72;"";""
"MAS INTERNATIONAL ";2;420;"1283193D";"30";100;"2024-05-20 00:00:00";1;2;235338.36;0;0;0;0;"NAJEH BEN KRAIEM";"2024-05-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"SN";"SENEGAL";"SN";"SENEGAL";"EUR";"FOB";"F O B";235338.36;235338.36;"";""
"COTE D'IVOIRE NEGOCE IMPORT-EXPORT";2;419;"1283193D";"34";50952;"2023-12-21 00:00:00";4;2;131309.72;0;0;0;0;"MOHAMED HEDI AMOUS";"2024-05-20 00:00:00";"TN";"TUNISIE";"TN";"TUNISIE";"CI";"COTE D IVOIRE";"CI";"COTE D IVOIRE";"EUR";"CFR";"C.F.";38758.21;128000;"22";"Facture Definitive a l'Export : (FDE)"
